id,title,siglum,description,rism,date,century,provenance,provenance_detail,segment,summary,indexing_notes,liturgical_occasions,indexing_date,drupal_path,cursus,image_link,n_cantus_chants,n_cantus_melodies
316,F-Pn : Lat. 261,F-Pn Lat. 261,,,,11th century,Le Mans,,,,,,,http://musmed.eu/source/12964,,,,
317,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0219 (fragment)",CDN-Mlr MS Medieval 0219 (fragment),,,,,Italy,,,,,,,http://cantusdatabase.org/source/693740,,,,
318,SK-Bra (Bratislava)  EC Lad.1/27,SK-Bra ECLad.1/27,,,,15th century,Central Europe ,,,,,,,http://cantus.sk/source/10955,,,,
319,SK-MO (Modra) Magistrát mesta Modry 5148 Register der Abgaben für das Winzerrecht 1627,SK-MO 5148,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/181,,,,
320,SK-Bra (Bratislava) EC Lad.2/47,SK-Bra ECLad.2/47,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/10964,,,,
321,E-Bbc (Barcelona) M 1408-7,E-Bbc M 1408-7,,,,11th century,Santa María del Pi (Barcelona),,,,,,,http://musicahispanica.eu/source/78501,,,,
322,F-Pn : Lat. 9448,F-Pn Lat. 9448,,,,10th century,Transféré à Paris entre 1802 et 1804,,,,,,,http://musmed.eu/source/13296,,,,
323,SK-Brl (Bratislava) Frag. 1,SK-BRl Frag. 1,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/4382,,,,
324,SK-Brl (Bratislava) Frag. 4,SK-BRl Frag. 4,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/4453,,,,
325,SK-MO (Modra) Magistrát mesta Modry 5167 Register der Abgaben für das Winzerrecht 1647,SK-MO 5167,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/182,,,,
326,"Salamanca, Catedral - Archivo Musical, 8",E-SA 8,,,,14th century,Salamanca,,,,,,,http://cantusdatabase.org/source/123652,Secular,,,
327,CH-SGs : Cod 0174,CH-SGs Cod 0174,,,,10th century,St Gallen,,,,,,,http://musmed.eu/source/14269,,,,
328,"Quito, Iglesia de San Francisco - Archivo, 18P16",EC-Qsf 18P16,,,,16th century (1575-1600),Franciscan,,,,,,,http://cantusdatabase.org/source/669907,Secular,,,
329,V-CVbav : Vat.lat.05319,V-CVbav Vat.lat.05319,,,,12th century,Latran,,,,,,,http://musmed.eu/source/14915,,,,
330,"Den Haag, Koninklijke Bibliotheek - Nationale Bibliotheek van Nederland, 70 E 4",NL-DHk 70 E 4,,,,12th century,Tongeren,,,,,,,http://cantusdatabase.org/source/123657,Secular,,,
331,E-Sco (Sevilla) Institución Colombina Libro 31,E-Sco Libro 031,,,,15th century (second half),"Sevilla (E), Catedral",,,,,,,https://pemdatabase.eu/source/68598,Secular,,,
332,"SK-BSa (Banská Štiavnica) No.inv.1873 70 MMBŠ 16K66 1583-1595, škatuľa 21",SK-BSa 1873,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/131,,,,
333,F-CA : Ms 0075 (76),F-CA Ms 0075 (76),,,,11th century,"France, Arras, Abbaye Saint-Vaast d'Arras",,,,,,,http://musmed.eu/source/9073,,,,
334,"Sydney, University of Sydney Fisher Library, Rare Books & Special Collections, Add.Ms. 376",AUS-Sfl Add.Ms. 376,,,,,Spain,,,,,,,http://cantus.uwaterloo.ca/source/674218,,,,
335,"Quito, Iglesia de San Francisco - Archivo, 8",EC-Qsf 8,,,,17th century,Franciscan,,,,,,,http://cantus.uwaterloo.ca/source/673703,Secular,,,
336,"Rome, Santa Sabina, XIV L1 (Humbert"" codex)""",I-Rss XIV L1 (Antiphonale),,,,,Dominican,,,,,,,http://cantus.uwaterloo.ca/source/123755,,,,
337,E-Sco (Sevilla) Institución Colombina Libro 52,E-Sco Libro 052,,,,16th century (first half),"Sevilla (E), Catedral",,,,,,,https://pemdatabase.eu/source/66704,Secular,,,
338,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 22,E-TUY Fragmento 022,,,,[c. 1400],"Tui (E), Catedral",,,,,,,https://pemdatabase.eu/source/73066,Secular,,,
339,D-LEu : Ms Thomas 391,D-LEu Ms Thomas 391,,,,13th century,Saint-Thomas de Leipzig,,,,,,,http://musmed.eu/source/138221,,,,
340,CH-Cobodmer : C 0074,CH-Cobodmer C 0074,,,,11th century,"Italie, Rome, Ste Cecilia in Trastevere",,,,,,,http://musmed.eu/source/9492,,,,
341,B-Br : II 3823,B-Br II 3823,,,,12th century,Auvergne,,,,,,,http://musmed.eu/source/29526,,,,
342,"Paris, Bibliothèque nationale de France, Latin 9488, ff.42-45",F-Pnm Lat.9488 ff.42-45 (fragment),,,,11th century (1075-1100),France,,,,,,,http://cantus.uwaterloo.ca/source/702113,,,,
343,SK-BRsa Breviarium Bibliotheca Capituli Posoniensis Manus. 81,SK-BRsa Manus.81,,,,12th century,Austria,,,,,,,http://cantus.sk/source/13890,,,,
344,CZ-Pu (Praha) XII D 9,CZ-Pu XII D 9,,,,14th century,St George's Convent in Prague,,,,,,,http://cantusbohemiae.cz/source/9187,Monastic,,,
345,P-AR (Arouca) Museu Regional de Arte Sacra do Mosteiro de Arouca Res. L 005,P-AR Res. L 005,,,,1513,"Arouca, Mosteiro de Santa Maria",,,,,,,https://pemdatabase.eu/source/62421,,,,
346,F-Pn : Lat. 9425,F-Pn Lat. 9425,,,,12th century,abbaye Saint-Marien d'Auxerre,,,,,,,http://musmed.eu/source/13283,Romanum,,,
347,P- AR (Arouca) Museu Regional de Arte Sacra do Mosteiro de Arouca Ms. 17,P-AR Res. Ms. 017,,,,1800,"Arouca, Mosteiro de Santa Maria",,,,,,,https://pemdatabase.eu/source/76063,Monastic,,,
348,I-Bc : Q 03 (Fr 019),I-Bc Q 03 (Fr 019),,,,13th century,Italie Centrale,,,,,,,http://musmed.eu/source/32401,Romanum,,,
349,F-Pn : Lat. 1087,F-Pn Lat. 1087,,,,11th century,Cluny,,,,,,,http://musmed.eu/source/13048,,,,
350,I-BGc : MA 239 (Gamma III.18),I-BGc MA 239 (Gamma III.18),,,,11th century,Brescia,,,,,,,http://musmed.eu/source/8805,,,,
351,"Washington, D.C., The Library of Congress - Music Division, M2.1 XI M6 [formerly M2.1 XII M8]",US-Wc M2.1 XI M6,,,,,France,,,,,,,http://cantus.uwaterloo.ca/source/706624,,,,
352,SK-BJ (Bardejov) Antiphonarium MMBJ 1796,SK-BJ (Bardejov) MMBJ 1796,,,,14th century,Hungary,,,,,,,http://cantus.sk/source/29803,,,,
353,SK-Bra (Bratislava) Antiphonary of Bratislava IIb EC Lad.4,SK-Bra IIb EC Lad.4,,,,15th century,Bratislava,,,,,,,http://cantus.sk/source/13551,,,,
354,"Augusta (GA), Augusta-Richmond County Library, GR/MS.020",US-Augusta GR/MS.020,,,,16th century (1st half),Italy,,,,,,,http://cantus.uwaterloo.ca/source/638296,,,,
355,SK-BRsa Antiphonarium Scepusiense sine Sign.,SK-BRsa Spis 0,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13836,,,,
356,F-VN : Ms 0084,F-VN Ms 0084,,,,12th century,Italie,,,,,,,http://musmed.eu/source/15488,Romanum,,,
357,"Hanover, NH, Dartmouth College Library, Rauner Codex MS 003203",US-HA Rauner Codex MS 003203,,,,,Spain,,,,,,,http://cantus.uwaterloo.ca/source/680241,Secular,,,
358,F-AS : Ms 0650 (cat. 569),F-AS Ms 0650 (cat. 569),,,,10th century,"France, Arras, Abbaye Saint-Vaast d'Arras",,,,,,,http://musmed.eu/source/105289,,,,
359,"PL-Kk 48 Antyfonarz z Katedry Wawelskiej, de sanctis, pars hiemalis",ms. 48,,,,15th century,Kraków,,,,,,,http://cantus.ispan.pl/source/13734,,,,
360,SK-BRnm (Bratislava) MUS I 9,SK-BRnm MUS I 9,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/210,,,,
361,SK-KO (Košice) Antiphonarium H III/2 mac 17,SK-KO (Košice) H III/2 mac 17,,,,15th century,Slovakia (medieval Hungary) Premonstratensians,,,,,,,http://cantus.sk/source/30731,,,,
362,SK-KO (Košice) Antiphonarium H III/2 mac 20,SK-KO (Košice) H III/2 mac 20,,,,15th century,medieval Hungary (Eastern Slovakia: Spiš),,,,,,,http://cantus.sk/source/31033,,,,
363,F-ME : Ms 0732 bis (Pièce 13),F-ME Ms 0732 bis (Pièce 13),,,,13th century,Est de la France,,,,,,,http://musmed.eu/source/21706,Monastic,,,
364,A-KN CCl. 831 Antiphonarium (Fragm.),A-KN CCl. 831,,,,13th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/4138,,,,
365,"Washington, D.C., The Library of Congress - Music Division, M2.1 XI M4 [formerly M2.1 XII M1]",US-Wc M2.1 XI M4,,,,,Germany,,,,,,,http://cantus.uwaterloo.ca/source/706323,,,,
366,A-KN Fragm. 5 Antiphonarium,A-KN Fragm. 5,,,,12th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/8,,,,
367,"Paris, Bibliothèque nationale de France, NAL 2318, ff. 79-80 (fragment)",F-Pnm NAL 2318 ff. 79-80 (fragment),,,,,France,,,,,,,http://cantus.uwaterloo.ca/source/698765,Secular,,,
368,"Padova, Biblioteca Capitolare, MS C.55",I-Pc C55,,,,,Padova,,,,,,,http://cantus.uwaterloo.ca/source/672573,,,,
369,E-Sco (Sevilla) Institución Colombina Libro 56,E-Sco Libro 056,,,,15th century (second half),"Sevilla (E), Catedral",,,,,,,https://pemdatabase.eu/source/70463,Secular,,,
370,PL-WRu I F 416 Cistercian Gradual (Silesia),I F 416,,,,14th century,"Cistercians, Henryków (Silesia)",,,,,,,http://cantus.ispan.pl/source/41816,,,,
371,"PL-GD Mar. F 408 Antiphonarium, prima pars",Mar. F 408,,,,16th century,St. Mary Church in Gdańsk,,,,,,,http://cantus.ispan.pl/source/14397,,,,
372,F-LA : Ms 0240,F-LA Ms 0240,,,,14th century,Vauclerc ,,,,,,,http://musmed.eu/source/11600,,,,
373,D-DÜl : K04:010,D-DÜl K04:010,,,,12th century,Ouest de l'Allemagne,,,,,,,http://musmed.eu/source/9618,,,,
374,E-Mn (Madrid) Mss. 1361,E-Mn Mss/1361,,,,14th century,Toledo (Catalunya). Procedente de la biblioteca de F. A. Barbieri,,,,,,,http://musicahispanica.eu/source/19872,,,,
375,D-KA : Fragment Karlsruhe 1391,D-KA Fragment Karlsruhe 1391,,,,13th century,Karlsruhe,,,,,,,http://musmed.eu/source/11247,Romanum,,,
376,"Hartford, CT, Private collections, D-0777g (fragment)",US-CTpc D-0777g (fragment),,,,,Italy,,,,,,,http://cantus.uwaterloo.ca/source/706230,,,,
377,SK-BRsa Antiphonarium Scepusiense sine Sign. Anni 1558-1564,SK-BRsa Spis 1558,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13707,,,,
378,"London, British Library, Additional 23935",GB-Lbl Add 23935,,,,13th century (1250-1275),Paris,,,,,,,http://cantus.uwaterloo.ca/source/637892,,,,
379,Metropolitanska Knjižnica MR 72,HR-Zmk MR 72,,,,,Padova,,,,,,,http://cantus.uwaterloo.ca/source/691025,,,,
380,CZ-Pn (Praha) XII A 24,CZ-Pn XII A 24,,,,15th century,Pilsen,,,,,,,http://hymnologica.cz/source/10619,,,,
381,F-Pn : Lat. 17991,F-Pn Lat. 17991,,,,11th century,Jacobins de la rue Saint-Jacques,,,,,,,http://musmed.eu/source/13509,Romanum,,,
382,SK-BRsa Antiphonarium Scepusiense sine Sign. Anni 1596-1602,SK-BRsa Spis 1596,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13830,,,,
383,A-KN Fragm. 449 Antiphonarium,A-KN Fragm. 449,,,,12th century,Central Europe,,,,,,,http://austriamanus.org/source/117,,,,
384,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0025 (fragment)",CDN-Mlr MS Medieval 0025 (fragment),,,,,Germany (south),,,,,,,http://cantusdatabase.org/source/693486,,,,
385,"Austin, Harry Ransom Center, 21",US-AUS 21,,,,15th century,Germany,,,,,,,http://cantus.uwaterloo.ca/source/709973,,,,
386,SK-MO (Modra) Magistrát mesta Modry 5147 Register der Abgaben für das Winzerrecht 1626,SK-MO 5147,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/180,,,,
387,V-CVbav : Urb. lat. 0602,V-CVbav Urb. lat. 0602,,,,11th century,Montecassino,,,,,,,http://musmed.eu/source/17334,,,,
388,F-Pn : NAL 01414,F-Pn NAL 01414,,,,12th century,"Italie, Diocèse de Milan,  Morimondo, Sancte Marie de Morimundo",,,,,,,http://musmed.eu/source/28426,,,,
389,SK-Lap (Levoča) Breviarium SŽ 26,SK-Lap (Levoča) SŽ 36,,,,13th century,Hungary,,,,,,,http://cantus.sk/source/29839,,,,
390,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0234",CDN-Mlr MS Medieval 0234,,,,16th century (1575-1600),Germany,,,,,,,http://cantusdatabase.org/source/678936,Secular,,,
391,SK-Brl (Bratislava) Frag. 3,SK-BRl Frag. 3,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/4452,,,,
392,A-KN CCl. 25 Antiphonarium (Fragm.),A-KN CCl. 25 ,,,,12th century,Austria/Germany,,,,,,,http://austriamanus.org/source/3901,,,,
393,"E-SC, Archivo de la Catedral de Santiago de Compostela, Codex Calixtinus (Liber Sancti Iacobi)","E-SC, Codex Calixtinus",,,,12th century,Archivo de la Catedral de Santiago de Compostela,,,,,,,http://musicahispanica.eu/source/22620,,,,
394,"Wiesbaden, Hochschul- und Landesbibliothek RheinMain, 2 (Riesencodex), detached lower pastedown (fragment)",D-WI1 2 lower pastedown (fragment),,,,12th century,Southern Germany / Austria,,,,,,,http://cantus.uwaterloo.ca/source/676971,Monastic,,,
395,SK-BRsa Antiphonarium Scepusiense Protoc. X Anni 1583-1585,SK-BRsa Spis 1583,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13835,,,,
396,A-Wn : Cod Ser nova 03645,A-Wn Cod Ser nova 03645,,,,9th century,Sud-Est Allemagne,,,,,,,http://musmed.eu/source/15086,,,,
397,"Porto Alegre (Brazil) Private collections, D-0egev(fragment)",BR-PApc D-0egev (fragment),,,,,Germany,,,,,,,http://cantus.uwaterloo.ca/source/702383,,,,
398,F-Col_part : Mont-Renaud,F-Col_part Mont-Renaud,,,,10th century,"Noyon, St-Éloi",,,,,,,http://musmed.eu/source/9475,,,,
399,D-W : Cod Guelf Helmst 1008,D-W Cod Guelf Helmst 1008,,,,11th century,"Minden, pour l'usage de l'évêque Siegbert",,,,,,,http://musmed.eu/source/15154,,,,
400,"Udine, Biblioteca del Seminario Arcivescovile, Codice 7",I-UDs Codice 7,,,,14th century,Italy,,,,,,,http://cantus.uwaterloo.ca/source/674494,Secular,,,
401,SK-Bra (Bratislava) Missale of Bratislava I EC Lad. 3,SK-Bra BMI EC Lad.3 EL18,,,,14th century,Bratislava,,,,,,,http://cantus.sk/source/16685,,,,
402,SK-Sk (Spišska Kapitula) Graduale Scepusiense,SK-Sk Graduale Scepusiense Nr.1,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/6778,,,,
403,"E-Bbc (Barcelona) E-Bbc, M 785","E-Bbc E-Bbc, M 785",,,,16th century,La Seu d'Urgell (Lleida),,,,,,,http://musicahispanica.eu/source/20231,,,,
404,F-Pn : Lat. 2819,F-Pn Lat. 2819,,,,11th century,"Paris, France",,,,,,,http://musmed.eu/source/13130,,,,
405,D-DS : Hs 0545,D-DS Hs 0545,,,,14th century,Bombogen (à Wittlich),,,,,,,http://musmed.eu/source/9518,,,,
406,D-Sl : Cod.Don.653,D-Sl Cod.Don.653,,,,12th century,Ottobeuren,,,,,,,http://musmed.eu/source/14405,,,,
407,SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Manus. 86,SK-BRsa Manus.86,,,,14th century,Slovakia / Hungary,,,,,,,http://cantus.sk/source/13891,,,,
408,F-CHRm : Ms 0152 (105),F-CHRm Ms 0152 (105),,,,10th century,"Chartres, Abbaye Saint-Père",,,,,,,http://musmed.eu/source/9358,,,,
409,"New York, Columbia University, Rare Book and Manuscript Library, Western MS 097",US-NYcub Western MS 097,,,,13th century (1275-1300),Dominican,,,,,,,http://cantus.uwaterloo.ca/source/706333,Secular,,,
410,SK-BJ (Bardejov) Antiphonarium MMBJ 1805,SK-BJ (Bardejov) MMBJ 1805,,,,14th century,Hungary,,,,,,,http://cantus.sk/source/29810,,,,
411,SK-MO (Modra) Magistrát mesta Sv. Jur 2761 K.9 Buch der Intabulationen 1705-1766,SK-MO Jur 2761,,,,14th century,Slovakia,,,,,,,http://cantus.sk/source/198,,,,
412,SK-BRsa Inv.Nr. 184 Zalka antiphonarium,SK-BRsa Palffy 184,,,,15th century,Oradea - Transylvania,,,,,,,http://cantus.sk/source/13693,,,,
413,"E-SE, Antiphonale officii, Nº 25","E-SE, Nº 25",,,,14th century,Segovia,,,,,,,http://musicahispanica.eu/source/19878,,,,
414,A-KN Fragm. 7 Antiphonarium,A-KN Fragm. 7,,,,12th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/10,,,,
415,"Paris, Bibliothèque nationale de France - Département des manuscrits, NAL 2444, f. 50 (fragment)","F-Pnm NAL 2444, f. 50 (fragment)",,,,,Chartres,,,,,,,http://cantus.uwaterloo.ca/source/697918,,,,
416,"Toronto, Faculty of Music Library, musi MSS 0019",CDN-Tu 0019,,,,,Dominican,,,,,,,http://cantus.uwaterloo.ca/source/706646,,,,
417,PL-Wn  12722 V Graduał opata tynieckiego Mścisława,rps 12722 V,,,,14th century,Tyniec,,,,,,,http://cantus.ispan.pl/source/4559,,,,
418,PL-WRu I F 411 Cistercian Gradual (Silesia),I F 411,,,,13th century,"Cistercians, Lubiąż (Silesia) - Cistercians, Kamieniec Ząbkowicki (Silesia)",,,,,,,http://cantus.ispan.pl/source/13707,,,,
419,V-CVbav : Vat.lat.04770,V-CVbav Vat.lat.04770,,,,11th century,Italie Centrale,,,,,,,http://musmed.eu/source/29524,,,,
420,F-Pn : NAL 01669,F-Pn NAL 01669,,,,12th century,Gubbio,,,,,,,http://musmed.eu/source/13547,,,,
421,F-Pm : Ms 0384,F-Pm Ms 0384,,,,11th century,Abbaye royale de Saint-Denis,,,,,,,http://musmed.eu/source/15589,Monastic,,,
422,CH-ROM : Ms. liturg. FiD 5,CH-ROM Ms. liturg. FiD 5,,,,13th century,Abbaye de Haut-Crêt (?),,,,,,,http://musmed.eu/source/97795,,,,
423,F-SEm : Ms 018,F-SEm Ms 018,,,,13th century,Abbaye Sainte-Colombe de Saint-Denis-lès-Sens (?) ou Abbaye Saint-Pierre-le-Vif de Sens (?),,,,,,,http://musmed.eu/source/20281,,,,
424,PL-KAs 1 Cantatorium de Łask,ms. 1,,,,16th century,Łask,,,,,,,http://cantus.ispan.pl/source/14423,,,,
425,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 21,E-TUY Fragmento 021,,,,c. 1400,"Tui (E), Catedral",,,,,,,https://pemdatabase.eu/source/73065,Secular,,,
426,SK-Lap (Levoča) Antiphonarium MMLE XXII/313,SK-Lap (Levoča) MMLE XXII/313,,,,16th century,Hungary,,,,,,,http://cantus.sk/source/29832,,,,
427,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0087 (fragment)",CDN-Mlr MS Medieval 0087 (fragment),,,,,Spain,,,,,,,http://cantusdatabase.org/source/693551,,,,
428,SK-BJ (Bardejov) Antiphonarium MMBJ 914,SK-BJ (Bardejov) MMBJ 914,,,,14th century,Hungary,,,,,,,http://cantus.sk/source/29804,,,,
429,CH-BEb : Cod 0348,CH-BEb Cod 0348,,,,9th century,Fleury,,,,,,,http://musmed.eu/source/8858,,,,
430,D-Sl : Cod.Bibl.fol.065,D-Sl Cod.Bibl.fol.065,,,,9th century,Allemagne,,,,,,,http://musmed.eu/source/14387,,,,
431,P-Cua (Coimbra) Arquivo Distrital e da Universidade IV-3ª Gav. 44 (03),P-Cua IV-3ª Gav. 44 (03),,,,c. 1100,"Coimbra, Colégio de Jesus?",,,,,,,https://pemdatabase.eu/source/96874,,,,
432,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 12,E-TUY Fragmento 012,,,,c. 1400,"Tui (E), Catedral",,,,,,,https://pemdatabase.eu/source/66854,Secular,,,
433,SK-KO (Košice) Antiphonarium H III/2 mac 13,SK-KO (Košice) H III/2 mac 13,,,,15th century,Slovakia (medieval Hungary) Premonstratensians,,,,,,,http://cantus.sk/source/30728,,,,
434,SK-MO (Modra) Magistrát mesta Modry 3121 Kammerrechnung 1669,SK-MO 3121,,,,15th century,"Transylvania-Várad, Zalka antiphonary",,,,,,,http://cantus.sk/source/160,,,,
435,GB-Lbl : Additional 29988,GB-Lbl Additional 29988,,,,12th century,Roma,,,,,,,http://musmed.eu/source/29540,Romanum,,,
436,PL-SAk 40 Graduał z Sandomierza,40,,,,14th century,Sandomierz,,,,,,,http://cantus.ispan.pl/source/26589,,,,
437,D-B : Ms mus 40078,D-B Ms mus 40078,,,,12th century,Quedlinburg,,,,,,,http://musmed.eu/source/8817,,,,
438,F-G : Ms 0084 (Ms. 395 Rés.),F-G Ms 0084 (Ms. 395 Rés.),,,,12th century,à l’usage de la Grande Chartreuse (provenant du monastère des Ecouges ?,,,,,,,http://musmed.eu/source/10075,,,,
439,I-BGc : MA 150 (Psi III.8),I-BGc MA 150 (Psi III.8),,,,12th century,"Brescia, sans doute S. Giovanni de Foris (?)",,,,,,,http://musmed.eu/source/41838,,,,
440,A-KN : Cod 0588,A-KN Cod 0588,,,,13th century,Klosterneuburg,,,,,,,http://musmed.eu/source/11390,Romanum,,,
441,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 630, 1626    ",SK-BSa 630,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/101,,,,
442,SK-BJ (Bardejov) Antiphonarium MMBJ 1814,SK-BJ (Bardejov) MMBJ 1814,,,,16th century,Hungary,,,,,,,http://cantus.sk/source/29807,,,,
443,CZ-Pak (Praha) P VII,CZ-Pak P VII,,,,14th century,Prague,,,,,,,http://cantusbohemiae.cz/source/11999,,,,
444,D-KNd : Ms 1001b,D-KNd Ms 1001b,,,,13th century,"Köln, Minoritenkonvent",,,,,,,http://musmed.eu/source/11493,,,,
445,V-CVbav : Archivio di San Pietro F.15,V-CVbav Archivio di San Pietro F.15,,,,11th century,Italie,,,,,,,http://musmed.eu/source/14746,,,,
446,A-Gu : Ms 0807,A-Gu Ms 0807,,,,12th century,Klosterneuburg,,,,,,,http://musmed.eu/source/10059,Monastic,,,
447,V-CVbav : Reg.lat.0342,V-CVbav Reg.lat.0342,,,,11th century,Nord de la France,,,,,,,http://musmed.eu/source/96119,,,,
448,F-Pa : Ms 1169,F-Pa Ms 1169,,,,10th century,Cathédrale d’Autun,,,,,,,http://musmed.eu/source/12857,,,,
449,GB-Dru : Cosin V.V.6,GB-Dru Cosin V.V.6,,,,11th century,Abbaye Christ Church de Cantorbéry,,,,,,,http://musmed.eu/source/15574,,,,
450,"London Ontario, ARCC Western, no shelf-mark yet ",CDN-Lu Olim 39,,,,,Spain,,,,,,,http://cantus.uwaterloo.ca/source/710654,,,,
451,I-Bc : Q 09,I-Bc Q 09,,,,12th century,Italie du Nord (Ravenna ?),,,,,,,http://musmed.eu/source/8922,,,,
452,SK-TN (Trenčín) MMTN – Kn/I-11,SK-TN MMTN – Kn/I-11,,,,15th century,Moravia/ Slovakia: Nové Mesto nad Váhom (?),,,,,,,http://cantus.sk/source/28776,,,,
453,F-Pn : Lat. 2142,F-Pn Lat. 2142,,,,11th century,Abbaye cistercienne de Bonport (dioc. Evreux) ; Entra en 1732 à la Bibliothèque royale. Anc. cotes : Colbert 2784 ;Regius 4021,,,,,,,http://musmed.eu/source/13107,Monastic,,,
454,"Paris, Bibliothèque nationale de France, NAL 2444, ff. 53-55 (fragment)","F-Pnm NAL 2444, ff. 53-55 (fragment)",,,,,France,,,,,,,http://cantus.uwaterloo.ca/source/698647,Secular,,,
455,"Washington, D.C., The Library of Congress - Music Division, M2.1 XII M4",US-Wc M2.1 XII M4,,,,,Germany,,,,,,,http://cantus.uwaterloo.ca/source/706626,,,,
456,SK-PREa (Prešov) Breviarium 2,SK-PREa (Prešov) Zb. ilum. 5 ,,,,14th century,Hungary,,,,,,,http://cantus.sk/source/29825,,,,
457,"E- OR, Archivo de la Catedral de Orense, Ms. 34",E- Ms. 34,,,,14th century,Archivo capitular de la catedral de Orense ,,,,,,,http://musicahispanica.eu/source/22606,,,,
458,A-KN CCl. 54 Antiphonarium (Fragm.),A-KN CCl. 54,,,,14th century,Klosterneuburg,,,,,,,http://austriamanus.org/source/3275,,,,
459,I-Rv : C. 0032,I-Rv C. 0032,,,,11th century,Montecassino,,,,,,,http://musmed.eu/source/14185,,,,
460,D-DS : Hs 2297,D-DS Hs 2297,,,,11th century,"Darmstadt, Germany",,,,,,,http://musmed.eu/source/9542,,,,
461,SK-Bra (Bratislava) EC Lad.2/48,SK-Bra ECLad.2/48,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/10965,,,,
462,SK-Brl (Bratislava) Lyc F I 5,SK-BRl Lyc FI5,,,,15th century,Germany,,,,,,,http://cantus.sk/source/4986,,,,
463,SK-BRsa Antiphonarium Scepusiense Protocol II,SK-BRsa Spis II,,,,15th century,Slovakia - Spišská Kapitula,,,,,,,http://cantus.sk/source/13839,,,,
464,SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Phil. 122,SK-BRsa Phil.122,,,,15th century,Central Europe/ Poland,,,,,,,http://cantus.sk/source/13899,,,,
465,D-Mbs : Clm 00052,D-Mbs Clm 00052,,,,9th century,Regensburg,,,,,,,http://musmed.eu/source/12104,,,,
466,D-Mbs : Clm 23621,D-Mbs Clm 23621,,,,12th century,"Italie, zone de Benevento",,,,,,,http://musmed.eu/source/12375,,,,
467,V-CVbav : Reg.lat.0255,V-CVbav Reg.lat.0255,,,,11th century,Fleury ?,,,,,,,http://musmed.eu/source/95020,,,,
468,SK-BJ (Bardejov) Antiphonarium MMBJ 1133,SK-BJ (Bardejov) MMBJ 1133,,,,15th century,Hungary,,,,,,,http://cantus.sk/source/29805,,,,
469,"SK-BRsa Psalterium Capitulum Posoniensis, Locus credibilis Protoc.Antiqua A",SK-BRsa LC A 1567,,,,15th century,Bratislava,,,,,,,http://cantus.sk/source/13905,,,,
470,A-KN Fragm. 333 Antiphonarium,A-KN Fragm. 333,,,,15th century,Austria,,,,,,,http://austriamanus.org/source/73,,,,
471,"Issaquah (WA), Private collections, D-0p4kz (fragment)",US-IssWApc D-0p4kz (fragment),,,,,Spain,,,,,,,http://cantus.uwaterloo.ca/source/706237,,,,
472,SK-Lap (Levoča) Antiphonarium MMLE XXII/305,SK-Lap (Levoča) MMLE XXII/305,,,,16th century,Hungary,,,,,,,http://cantus.sk/source/29830,,,,
473,CH-E : Cod 0083,CH-E Cod 0083,,,,11th century,"Einsiedeln, 11. Jh. (1060-1075/1100)",,,,,,,http://musmed.eu/source/9751,Monastic,,,
474,"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 610, 59 MMBŠ 16K55 1589-1591 (1696, 1700), škatuľa 17",SK-BSa 610,,,,15th century,Slovakia,,,,,,,http://cantus.sk/source/89,,,,
475,"Sydney, The University of Sydney, Fisher Library, Rare Books and Special Collections, Add.Ms. 380",AUS-Sfl Add.Ms. 380,,,,,Spain,,,,,,,http://cantus.uwaterloo.ca/source/674790,Secular,,,
